methods,path,module,endpoint,tags,auth_type,minimum_role,required_features_strict,required_features_dependency,feature_refs_conditional_or_internal,eligible_tiers_for_strict_features,helper_gate_signals,pricing_tier_refs_in_handler,user_role_refs_in_handler,turnstile_surfaces,dependency_calls,source_location
PATCH,/api/v1/costs/reconciliation/invoices/{invoice_id},app.modules.reporting.api.v1.costs,update_provider_invoice_status,Costs,jwt_db,admin,close_workflow,close_workflow,,pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/costs.py:1596-1637
GET,/api/v1/costs/reconciliation/restatement-runs,app.modules.reporting.api.v1.costs,get_restatement_runs,Costs,jwt_db,member,reconciliation,reconciliation,,pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/costs.py:1444-1484
GET,/api/v1/costs/reconciliation/restatements,app.modules.reporting.api.v1.costs,get_restatement_history,Costs,jwt_db,member,reconciliation,reconciliation,,pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/costs.py:1394-1441
GET,/api/v1/costs/unit-economics,app.modules.reporting.api.v1.costs,get_unit_economics,Costs,jwt_db,member,unit_economics,unit_economics,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/costs.py:1277-1347
GET,/api/v1/costs/unit-economics/settings,app.modules.reporting.api.v1.costs,get_unit_economics_settings,Costs,jwt_db,member,unit_economics,unit_economics,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/costs.py:1251-1258
PUT,/api/v1/costs/unit-economics/settings,app.modules.reporting.api.v1.costs,update_unit_economics_settings,Costs,jwt_db,admin,unit_economics,unit_economics,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/costs.py:1261-1274
GET,/api/v1/currency/convert,app.modules.reporting.api.v1.currency,convert_currency,Currency,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/currency.py:29-48
GET,/api/v1/currency/rates,app.modules.reporting.api.v1.currency,get_all_rates,Currency,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/currency.py:11-26
POST,/api/v1/enforcement/actions/lease,app.modules.enforcement.api.v1.actions,lease_action_request,"Enforcement,Enforcement",jwt_db,admin,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/actions.py:135-156
GET,/api/v1/enforcement/actions/requests,app.modules.enforcement.api.v1.actions,list_action_requests,"Enforcement,Enforcement",jwt_db,member,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/actions.py:89-111
POST,/api/v1/enforcement/actions/requests,app.modules.enforcement.api.v1.actions,create_action_request,"Enforcement,Enforcement",jwt_db,member,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/actions.py:60-86
GET,/api/v1/enforcement/actions/requests/{action_id},app.modules.enforcement.api.v1.actions,get_action_request,"Enforcement,Enforcement",jwt_db,member,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/actions.py:114-132
POST,/api/v1/enforcement/actions/requests/{action_id}/cancel,app.modules.enforcement.api.v1.actions,cancel_action_request,"Enforcement,Enforcement",jwt_db,admin,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/actions.py:210-231
POST,/api/v1/enforcement/actions/requests/{action_id}/complete,app.modules.enforcement.api.v1.actions,complete_action_request,"Enforcement,Enforcement",jwt_db,admin,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/actions.py:159-180
POST,/api/v1/enforcement/actions/requests/{action_id}/fail,app.modules.enforcement.api.v1.actions,fail_action_request,"Enforcement,Enforcement",jwt_db,admin,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/actions.py:183-207
POST,/api/v1/enforcement/approvals/consume,app.modules.enforcement.api.v1.approvals,consume_approval_token,"Enforcement,Enforcement",jwt_db,member,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/approvals.py:126-173
GET,/api/v1/enforcement/approvals/queue,app.modules.enforcement.api.v1.approvals,get_approval_queue,"Enforcement,Enforcement",jwt_db,member,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/approvals.py:56-94
POST,/api/v1/enforcement/approvals/requests,app.modules.enforcement.api.v1.approvals,create_approval_request,"Enforcement,Enforcement",jwt_db,member,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/approvals.py:28-53
POST,/api/v1/enforcement/approvals/{approval_id}/approve,app.modules.enforcement.api.v1.approvals,approve_approval_request,"Enforcement,Enforcement",jwt_db,member,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/approvals.py:97-123
POST,/api/v1/enforcement/approvals/{approval_id}/deny,app.modules.enforcement.api.v1.approvals,deny_approval_request,"Enforcement,Enforcement",jwt_db,member,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/approvals.py:176-202
GET,/api/v1/enforcement/budgets,app.modules.enforcement.api.v1.policy_budget_credit,list_budgets,"Enforcement,Enforcement",jwt_db,member,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/policy_budget_credit.py:118-140
POST,/api/v1/enforcement/budgets,app.modules.enforcement.api.v1.policy_budget_credit,upsert_budget,"Enforcement,Enforcement",jwt_db,admin,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/policy_budget_credit.py:143-169
GET,/api/v1/enforcement/credits,app.modules.enforcement.api.v1.policy_budget_credit,list_credits,"Enforcement,Enforcement",jwt_db,member,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/policy_budget_credit.py:172-197
POST,/api/v1/enforcement/credits,app.modules.enforcement.api.v1.policy_budget_credit,create_credit,"Enforcement,Enforcement",jwt_db,admin,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/policy_budget_credit.py:200-231
GET,/api/v1/enforcement/exports/archive,app.modules.enforcement.api.v1.exports,download_export_archive,"Enforcement,Enforcement",jwt_db,admin,,,api_access,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/exports.py:139-192
GET,/api/v1/enforcement/exports/parity,app.modules.enforcement.api.v1.exports,get_export_parity,"Enforcement,Enforcement",jwt_db,admin,,,api_access,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/exports.py:87-136
POST,/api/v1/enforcement/gate/cloud-event,app.modules.enforcement.api.v1.enforcement,gate_cloud_event,Enforcement,jwt_db,member,,,api_access|policy_configuration,free|starter|growth|pro|enterprise,require_features_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/enforcement.py:628-660
POST,/api/v1/enforcement/gate/k8s/admission,app.modules.enforcement.api.v1.enforcement,gate_k8s_admission,Enforcement,jwt_db,member,,,api_access|policy_configuration,free|starter|growth|pro|enterprise,require_features_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/enforcement.py:400-420
POST,/api/v1/enforcement/gate/k8s/admission/review,app.modules.enforcement.api.v1.enforcement,gate_k8s_admission_review,Enforcement,jwt_db,member,,,api_access|policy_configuration,free|starter|growth|pro|enterprise,require_features_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/enforcement.py:503-625
POST,/api/v1/enforcement/gate/terraform,app.modules.enforcement.api.v1.enforcement,gate_terraform,Enforcement,jwt_db,member,,,api_access|policy_configuration,free|starter|growth|pro|enterprise,require_features_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/enforcement.py:377-397
POST,/api/v1/enforcement/gate/terraform/preflight,app.modules.enforcement.api.v1.enforcement,gate_terraform_preflight,Enforcement,jwt_db,member,,,api_access|policy_configuration,free|starter|growth|pro|enterprise,require_features_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/enforcement.py:423-500
GET,/api/v1/enforcement/ledger,app.modules.enforcement.api.v1.ledger,list_decision_ledger,"Enforcement,Enforcement",jwt_db,admin,,,api_access,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/ledger.py:19-76
GET,/api/v1/enforcement/policies,app.modules.enforcement.api.v1.policy_budget_credit,get_policy,"Enforcement,Enforcement",jwt_db,member,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/policy_budget_credit.py:63-76
POST,/api/v1/enforcement/policies,app.modules.enforcement.api.v1.policy_budget_credit,upsert_policy,"Enforcement,Enforcement",jwt_db,admin,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/policy_budget_credit.py:79-115
GET,/api/v1/enforcement/reservations/active,app.modules.enforcement.api.v1.reservations,list_active_reservations,"Enforcement,Enforcement",jwt_db,admin,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/reservations.py:53-98
POST,/api/v1/enforcement/reservations/reconcile-overdue,app.modules.enforcement.api.v1.reservations,reconcile_overdue_reservations,"Enforcement,Enforcement",jwt_db,admin,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/reservations.py:141-171
GET,/api/v1/enforcement/reservations/reconciliation-exceptions,app.modules.enforcement.api.v1.reservations,list_reconciliation_exceptions,"Enforcement,Enforcement",jwt_db,admin,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/reservations.py:174-210
POST,/api/v1/enforcement/reservations/{decision_id}/reconcile,app.modules.enforcement.api.v1.reservations,reconcile_reservation,"Enforcement,Enforcement",jwt_db,admin,,,policy_configuration,free|starter|growth|pro|enterprise,require_feature_or_403,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.auth::requires_role_with_db_context.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/enforcement/api/v1/reservations.py:101-138
POST,/api/v1/jobs/enqueue,app.modules.governance.api.v1.jobs,enqueue_new_job,Background Jobs,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/jobs.py:189-230
POST,/api/v1/jobs/internal/process,app.modules.governance.api.v1.jobs,internal_process_jobs,Background Jobs,public,public,,,,free|starter|growth|pro|enterprise,,,,,app.shared.db.session::get_db,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/jobs.py:384-415
GET,/api/v1/jobs/list,app.modules.governance.api.v1.jobs,list_jobs,Background Jobs,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/jobs.py:233-274
POST,/api/v1/jobs/process,app.modules.governance.api.v1.jobs,process_pending_jobs,Background Jobs,jwt_db,admin,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/jobs.py:165-186
GET,/api/v1/jobs/slo,app.modules.governance.api.v1.jobs,get_job_slo,Background Jobs,jwt_db,admin,audit_logs,audit_logs,,pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/jobs.py:126-162
GET,/api/v1/jobs/status,app.modules.governance.api.v1.jobs,get_job_queue_status,Background Jobs,jwt_db,admin,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/jobs.py:97-123
GET,/api/v1/jobs/stream,app.modules.governance.api.v1.jobs,stream_job_updates,Background Jobs,jwt_db,member,,,,free|starter|growth|pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/jobs.py:277-380
GET,/api/v1/leaderboards,app.modules.reporting.api.v1.leaderboards,get_leaderboard,Leaderboards,jwt_db,member,,,,free|starter|growth|pro|enterprise,,enterprise|free|growth|pro,,,app.shared.core.auth::get_current_user|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/leaderboards.py:60-178
GET,/api/v1/leadership/kpis,app.modules.reporting.api.v1.leadership,get_leadership_kpis,Leadership,jwt_db,member,cost_tracking,cost_tracking,,free|starter|growth|pro|enterprise,,free,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/leadership.py:46-85
POST,/api/v1/leadership/kpis/capture,app.modules.reporting.api.v1.leadership,capture_leadership_kpis,Leadership,jwt_db,admin,compliance_exports,compliance_exports,,pro|enterprise,,free,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/leadership.py:110-177
GET,/api/v1/leadership/kpis/evidence,app.modules.reporting.api.v1.leadership,list_leadership_kpi_evidence,Leadership,jwt_db,admin,compliance_exports,compliance_exports,,pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/leadership.py:180-231
GET,/api/v1/leadership/reports/quarterly,app.modules.reporting.api.v1.leadership,get_quarterly_commercial_report,Leadership,jwt_db,member,compliance_exports,compliance_exports,,pro|enterprise,,free,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/leadership.py:256-298
POST,/api/v1/leadership/reports/quarterly/capture,app.modules.reporting.api.v1.leadership,capture_quarterly_commercial_report,Leadership,jwt_db,admin,compliance_exports,compliance_exports,,pro|enterprise,,free,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/leadership.py:301-371
GET,/api/v1/leadership/reports/quarterly/evidence,app.modules.reporting.api.v1.leadership,list_quarterly_commercial_report_evidence,Leadership,jwt_db,admin,compliance_exports,compliance_exports,,pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/leadership.py:374-428
POST,/api/v1/public/assessment,app.modules.governance.api.v1.public,run_public_assessment,,public,public,,,,free|starter|growth|pro|enterprise,,,,public_assessment,app.shared.core.turnstile::require_turnstile_for_public_assessment,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/public.py:70-97
GET,/api/v1/public/csrf,app.modules.governance.api.v1.public,get_csrf_token,,public,public,,,,free|starter|growth|pro|enterprise,,,,,,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/public.py:53-67
POST,/api/v1/public/sso/discovery,app.modules.governance.api.v1.public,discover_sso_federation,,public,public,,,,free|starter|growth|pro|enterprise,,enterprise|pro,,sso_discovery,app.shared.core.turnstile::require_turnstile_for_sso_discovery|app.shared.db.session::get_system_db,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/governance/api/v1/public.py:100-173
GET,/api/v1/savings/proof,app.modules.reporting.api.v1.savings,get_savings_proof,Savings Proof,jwt_db,member,savings_proof,savings_proof,,pro|enterprise,,free,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/savings.py:51-85
GET,/api/v1/savings/proof/drilldown,app.modules.reporting.api.v1.savings,get_savings_proof_drilldown,Savings Proof,jwt_db,member,savings_proof,savings_proof,,pro|enterprise,,free,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/savings.py:88-128
POST,/api/v1/savings/realized/compute,app.modules.reporting.api.v1.savings,compute_realized_savings,Savings Proof,jwt_db,admin,savings_proof,savings_proof,,pro|enterprise,,,,,app.shared.core.auth::get_current_user|app.shared.core.auth::requires_role.<locals>.role_checker|app.shared.core.dependencies::requires_feature.<locals>.feature_checker|app.shared.db.session::get_db|fastapi.security.http::?,/home/daretechie/DevProject/GitHub/CloudSentinel-AI/app/modules/reporting/api/v1/savings.py:137-208
